id,name_actor,birthday,gender 
1155298,Kwak Do-won                                                                                                                                           ,1974-05-17,2
124395,Kim Young-woon                                                                                                                                        ,1985-01-17,2
2816227,Kim Ye-ji                                                                                                                                             ,1997-04-06,1
231477,Kim Ji-young                                                                                                                                          ,1974-09-07,1
3649772,Kim Ba-da                                                                                                                                             ,1988-06-19,2
93999,Park Hee-soon                                                                                                                                         ,1970-02-13,2
84910,Kim Sang-joong                                                                                                                                        ,1965-08-06,2
3411144,Yoon Seo Bin                                                                                                                                          ,1999-12-14,2
1678529,Baek Seung-do                                                                                                                                         ,1995-05-16,2
2637954,Seo Kwon-soon                                                                                                                                         ,1951-10-14,1
1418581,Choi Gwi-hwa                                                                                                                                          ,1978-03-03,2
115647,Juri Ueno                                                                                                                                             ,1986-05-25,1
3199719,Nam Jung-woo                                                                                                                                          ,1982-01-06,2
1311158,Shin Joo-ah                                                                                                                                           ,1984-03-20,1
2452392,Bang Eun-jung                                                                                                                                         ,1992-08-10,1
1988291,Ong Seong-wu                                                                                                                                          ,1995-08-25,2
1223316,Cho Jung-seok                                                                                                                                         ,1980-12-26,2
138334,Park Sa-rang                                                                                                                                          ,2003-03-04,1
1503655,Hong Seo-joon                                                                                                                                         ,1968-09-18,2
140289,Jung Kyung-ho                                                                                                                                         ,1972-03-17,2
2004692,Kim Young-woong                                                                                                                                       ,1971-02-20,2
3305495,Moon Joo-yeon                                                                                                                                         ,1992-12-04,1
1258626,Han Seon-hwa                                                                                                                                          ,1990-10-06,1
1275152,Han Joo-wan                                                                                                                                           ,1984-01-10,2
2377671,Park Jung-woo                                                                                                                                         ,1996-01-19,2
291,Frank Gorshin                                                                                                                                         ,1933-04-05,2
1649634,Lee Jung-shin                                                                                                                                         ,1991-09-15,2
1203792,Jo Han-chul                                                                                                                                           ,1973-05-13,2
1988030,Ryoo Sung-hyun                                                                                                                                        ,1971-07-17,2
1342876,Hyun Woo                                                                                                                                              ,1985-01-18,2
2935439,Chae Seo-eun                                                                                                                                          ,1998-10-23,1
2400529,Kim Geon                                                                                                                                              ,2008-07-31,2
1858487,Lee Si-Gang                                                                                                                                           ,1987-05-01,2
138519,Haha                                                                                                                                                  ,1979-08-20,2
1674542,Lee Chae-min                                                                                                                                          ,2000-09-15,2
1238644,Kim Seok                                                                                                                                              ,1992-08-10,2
1254975,Shin Hyun-bin                                                                                                                                         ,1986-04-10,1
2275300,Jung Won-chang                                                                                                                                        ,1989-09-01,2
2784573,Ahn Dong-goo                                                                                                                                          ,1993-11-02,2
2561745,An Si-ha                                                                                                                                              ,1982-03-11,1
1709316,Jeon Jin-seo                                                                                                                                          ,2006-05-28,2
1541780,Kong Ye-ji                                                                                                                                            ,1987-08-21,1
1953628,Baek Seung-chul                                                                                                                                       ,1970-09-07,2
1876417,Lee Kyung-jin                                                                                                                                         ,1956-10-02,1
2063066,Yeon Seung-ho                                                                                                                                         ,1991-07-16,2
2959679,Lee Rang-seo                                                                                                                                          ,1994-07-21,1
566373,Lee Chae-eun                                                                                                                                          ,1981-11-14,1
3126574,Ahn Se-bin                                                                                                                                            ,2013-11-26,1
1233841,Lee Yoon-ji                                                                                                                                           ,1984-03-15,1
140294,Yoo Tae-woong                                                                                                                                         ,1972-06-05,2
2176671,Lee Jung-ha                                                                                                                                           ,1998-02-23,2
125573,Hye-ri Kim                                                                                                                                            ,1969-12-23,1
139503,Jung Young-ki                                                                                                                                         ,1981-10-18,2
1235050,Jang Young-ran                                                                                                                                        ,1979-09-19,1
2291087,Kim Do-geon                                                                                                                                           ,1993-09-26,2
3002505,Yoon Jung-hoon                                                                                                                                        ,1994-12-18,2
2003804,Kim Kuk-hee                                                                                                                                           ,1985-12-01,1
1247346,Kim Jung-hwa                                                                                                                                          ,1983-09-09,1
2870995,Lee Won-jeong                                                                                                                                         ,2001-02-14,2
1656480,Kim Kwang-shik                                                                                                                                        ,1971-07-30,2
3018591,Yoon Gi-Won                                                                                                                                           ,1971-08-03,2
1122534,Nicole Jung                                                                                                                                           ,1991-10-07,1
1930469,Jo Jung-sik                                                                                                                                           ,1986-09-15,2
1384687,Ji Soo                                                                                                                                                ,1993-03-30,2
1613836,Rowoon                                                                                                                                                ,1996-08-07,2
1101359,Lee Jae-yoon                                                                                                                                          ,1984-12-15,2
2762542,Lee Ruby                                                                                                                                              ,2000-10-30,1
2732485,Choi Ye-rim                                                                                                                                           ,2001-06-04,1
2286177,Heo Hyung-kyu                                                                                                                                         ,1983-05-28,2
1500918,Choi Young-jae                                                                                                                                        ,1996-09-17,2
1346848,Yeon Woo-jin                                                                                                                                          ,1984-07-05,2
2123084,Jin Ye-sol                                                                                                                                            ,1985-09-24,1
1955066,Kim Na-ni                                                                                                                                             ,1989-08-09,1
2964568,Kyung Sung-hwan                                                                                                                                       ,1984-11-02,2
1238990,Lee Bo-young                                                                                                                                          ,1979-01-12,1
2286203,Lee Kyu-ho                                                                                                                                            ,1985-03-05,2
1645574,Lee Soo-bin                                                                                                                                           ,1996-07-24,1
3153391,Im Bo Ra                                                                                                                                              ,1995-09-30,1
145382,Baek Seung-hwan                                                                                                                                       ,1998-04-17,2
2087240,Yoon Na-moo                                                                                                                                           ,1985-08-13,2
1823622,Lee Eun-Hyung                                                                                                                                         ,1983-03-09,2
223145,Yoon Hee-seok                                                                                                                                         ,1975-02-19,2
1622046,Hwanhee                                                                                                                                               ,1982-01-17,2
1496147,Choi Tae-joon                                                                                                                                         ,1991-07-07,2
3072131,Lee Mun-Su                                                                                                                                            ,1963-01-01,2
1421184,Park Joo-hee                                                                                                                                          ,1987-08-28,1
1621697,JeA                                                                                                                                                   ,1981-09-18,1
138513,Park Kwang-jung                                                                                                                                       ,1962-01-19,2
1246955,Park Yoo-chun                                                                                                                                         ,1986-06-04,2
1311803,Kang Han-na                                                                                                                                           ,1989-01-29,1
1680316,Heo Ji-won                                                                                                                                            ,1987-10-11,2
2462807,Lee Chang-hoon                                                                                                                                        ,1980-04-28,2
2041377,Ahn Hyun-ho                                                                                                                                           ,1994-12-30,1
1863349,Kim Seon-ho                                                                                                                                           ,1986-05-08,2
115291,Seo Woo                                                                                                                                               ,1985-07-07,1
570299,Lee Sun-jin                                                                                                                                           ,1974-07-18,1
1493898,Yoon Chan-young                                                                                                                                       ,2001-04-25,2
2476984,Song Chae-yoon                                                                                                                                        ,2000-09-22,1
1261196,Joo Sang-wook                                                                                                                                         ,1978-07-18,2
1254059,Jo Yoon-hee                                                                                                                                           ,1982-10-13,1
1627725,Moon Hee-joon                                                                                                                                         ,1978-03-14,2
1630431,Shin Bo-ra                                                                                                                                            ,1993-04-30,1
1623677,Kim Jae-seung                                                                                                                                         ,1983-08-15,2
1785143,Bae Jin-woong                                                                                                                                         ,1982-10-30,2
1330300,Choi Jong-hoon                                                                                                                                        ,1990-03-07,2
1244963,Park Won-sook                                                                                                                                         ,1949-01-19,1
2685343,Kim Hyun-bin                                                                                                                                          ,2004-04-19,2
1075471,Jung Jae-jin                                                                                                                                          ,1952-02-28,2
1716008,Lee Sun-bin                                                                                                                                           ,1994-01-07,1
2359896,Choi Ye-na                                                                                                                                            ,1999-09-29,1
3780424,Park Jin Soo                                                                                                                                          ,1978-01-25,2
1254450,Hong Kyung-min                                                                                                                                        ,1976-02-09,2
3031137,Seo Woo-jin                                                                                                                                           ,2015-07-23,2
2377668,Choi Hee-seung                                                                                                                                        ,1990-10-05,2
1653157,Kim Da-ye                                                                                                                                             ,1990-09-24,1
2992836,Lim Cheol-soo                                                                                                                                         ,1984-08-22,2
1565982,Choi Jong-won                                                                                                                                         ,1950-01-27,2
2126363,Jung Eun-hye                                                                                                                                          ,1990-11-18,1
428960,Park Ye-jin                                                                                                                                           ,1981-04-01,1
2949423,Kim Dong-hyun                                                                                                                                         ,1998-09-17,2
1988490,Bae Yoo-ram                                                                                                                                           ,1986-08-22,2
1457188,Kim Bo-yoon                                                                                                                                           ,2001-12-18,1
3140397,Im Hyun-joo                                                                                                                                           ,1992-10-21,1
1334230,Kim Jung-pal                                                                                                                                          ,1967-04-06,2
1251581,Kim Soo-hyun                                                                                                                                          ,1988-02-16,2
1487428,Jang Seung-jo                                                                                                                                         ,1981-12-13,2
2055690,Lee Su-ji                                                                                                                                             ,1985-04-02,1
140317,Park Yong-soo                                                                                                                                         ,1956-02-15,2
20264,Jeon Kuk-hwan                                                                                                                                         ,1952-07-21,2
1299278,Kim Hye-eun                                                                                                                                           ,1973-03-01,1
1141056,Do Ji-han                                                                                                                                             ,1991-09-24,2
2123570,Tang Jun-sang                                                                                                                                         ,2003-08-13,2
1350000,Seo Kang-joon                                                                                                                                         ,1993-10-12,2
1701993,Lee Joo-young                                                                                                                                         ,1992-02-14,1
1538984,Jang In-sub                                                                                                                                           ,1987-02-24,2
1703372,Jang Do-yeon                                                                                                                                          ,1985-03-10,1
2125351,Kim Na-hyun                                                                                                                                           ,1995-12-09,1
1607301,Choi Byung-mo                                                                                                                                         ,1972-01-14,2
2260395,Song Yu-vin                                                                                                                                           ,1998-04-28,2
1123145,Kim Jae-hwa                                                                                                                                           ,1980-09-01,1
1257658,Byun Seung-yoon                                                                                                                                       ,1976-01-16,2
3489386,Kang Eun-bin                                                                                                                                          ,1996-08-29,2
1349366,Kim Jeong-hyeon                                                                                                                                       ,1976-06-28,2
3053194,Kim Seo-ha                                                                                                                                            ,1993-09-23,2
2483538,Choi Sung-eun                                                                                                                                         ,1996-06-17,1
1090732,Won Ki-jun                                                                                                                                            ,1974-02-12,2
1122530,Park Gyu-ri                                                                                                                                           ,1988-05-21,1
2097345,Jaehyun                                                                                                                                               ,1997-02-14,2
1671444,Cha Kwang-soo                                                                                                                                         ,1966-02-15,2
25001,Lee Young-ae                                                                                                                                          ,1971-01-31,1
105612,Shim Ji-ho                                                                                                                                            ,1981-05-02,2
3003834,Chang Ryul                                                                                                                                            ,1989-02-14,2
3218202,Lee Na-gyung                                                                                                                                          ,2000-06-01,1
1974806,Kim Ho-chang                                                                                                                                          ,1984-04-21,2
2712923,Kim Nu-ri                                                                                                                                             ,1997-02-11,1
1413827,Lee Hye-ri                                                                                                                                            ,1994-06-09,1
2858604,Woo Yeon                                                                                                                                              ,2003-02-11,1
123339,Im Ji-gyu                                                                                                                                             ,1978-03-07,2
3509455,Cha Hee                                                                                                                                               ,1988-04-17,1
939133,Park Su-young                                                                                                                                         ,1970-03-15,2
21688,Bae Doona                                                                                                                                             ,1979-10-11,1
2175208,Park You-na                                                                                                                                           ,1997-12-23,1
3685645,Shim Min                                                                                                                                              ,1983-04-28,1
223323,Jang Jae-ho                                                                                                                                           ,1986-01-08,2
2674515,Lee Ki-taek                                                                                                                                           ,1994-10-26,2
1244815,Lee Young-ah                                                                                                                                          ,1984-10-23,1
1551424,Lee Min-ji                                                                                                                                            ,1988-11-01,1
2623773,Park Jung-yeon                                                                                                                                        ,1997-05-13,1
2071281,Lee Do-Gyeom                                                                                                                                          ,1990-01-19,2
2275278,Cha Jung-Won                                                                                                                                          ,1989-10-18,1
3322499,Choi Si-hun                                                                                                                                           ,1992-10-27,2
3367106,Ha Yul-Ri                                                                                                                                             ,1999-01-13,1
1257588,Narsha                                                                                                                                                ,1981-12-28,1
3748842,Lee Sang-un                                                                                                                                           ,1992-01-01,2
1617157,Han Ji-eun                                                                                                                                            ,1987-06-03,1
1545079,Lee Ju-yeon                                                                                                                                           ,1987-03-19,1
1676565,Ahn Se-ha                                                                                                                                             ,1986-01-29,2
2803827,Choi Chan-ho                                                                                                                                          ,1993-07-08,2
1024391,Yoon Jong-bin                                                                                                                                         ,1979-12-20,2
1239677,Ahn Suk-hwan                                                                                                                                          ,1959-11-01,2
3622312,Kwon Min Chan                                                                                                                                         ,2002-01-02,2
1254630,Lee Jun-hyuk                                                                                                                                          ,1984-03-13,2
572519,Byeon Jung-su                                                                                                                                         ,1974-04-15,1
84980,On Ju-wan                                                                                                                                             ,1983-12-11,2
2201131,Um Chae-young                                                                                                                                         ,2007-03-02,1
1190229,Koh Soo-hee                                                                                                                                           ,1976-07-18,1
552572,Sung Ji-ru                                                                                                                                            ,1968-10-16,2
1384538,Kwon Soo-hyun                                                                                                                                         ,1986-08-18,2
1351056,Nam Sung-jin                                                                                                                                          ,1969-12-31,2
1182291,JQ Lee                                                                                                                                                ,1970-10-07,2
145989,Ji Jin-hee                                                                                                                                            ,1971-06-24,2
3480736,Moon Woo-Bin                                                                                                                                          ,1994-10-08,1
3132668,Moon Sang-min                                                                                                                                         ,2000-04-14,2
2435808,Yoon Sung-mo                                                                                                                                          ,1987-06-15,2
1464875,Jo Min-ki                                                                                                                                             ,1965-11-05,2
1604286,Sean Dulake                                                                                                                                           ,1984-06-09,2
2931808,Yu Seung-ok                                                                                                                                           ,1990-06-21,1
1923493,Han Ji-Sun                                                                                                                                            ,1994-05-27,1
2133803,Yoon Seon-bin                                                                                                                                         ,1999-12-14,2
69289,Shin Eun-kyung                                                                                                                                        ,1973-02-15,1
1793046,Kim Do-yoon                                                                                                                                           ,1981-08-07,2
80985,Lee Jeong-heon                                                                                                                                        ,1970-09-10,2
3186376,Choi Jae Hoon                                                                                                                                         ,1989-11-22,2
3371611,Seo Eun-Seo                                                                                                                                           ,1989-06-03,1
1344127,Ahn Do-gyu                                                                                                                                            ,2000-09-28,2
1534624,Yoon Bo-ra                                                                                                                                            ,1990-01-30,1
2204920,Yu Bee                                                                                                                                                ,1990-06-13,2
572224,Hyun Jyu-ni                                                                                                                                           ,1985-08-01,1
1295459,Kim Min-young                                                                                                                                         ,1990-01-26,1
2011082,Joo Min-kyung                                                                                                                                         ,1989-07-06,1
2840538,Choi Su-im                                                                                                                                            ,1989-11-17,1
1136064,Ryu Tae-ho                                                                                                                                            ,1963-01-17,2
1552969,Jeong Yeon-joo                                                                                                                                        ,1990-02-12,1
1247869,Lee Yong-seok                                                                                                                                         ,1969-04-26,2
3305506,Kim Ji-hwi                                                                                                                                            ,1984-03-08,2
1086446,Kang Sung-min                                                                                                                                         ,1979-07-23,2
1561631,Kim Seong-gyeom                                                                                                                                       ,1941-05-13,2
1248595,Im Ho                                                                                                                                                 ,1970-01-27,2
1248450,Cha Seung-won                                                                                                                                         ,1970-06-07,2
1256251,Kim Ye-won                                                                                                                                            ,1987-12-11,1
1639365,Jung Ga-eun                                                                                                                                           ,1979-06-20,1
1334541,Kang Ki-doong                                                                                                                                         ,1987-03-25,2
2399088,Kim Kang-hoon                                                                                                                                         ,2009-06-07,2
1171951,Jung Hae-kyun                                                                                                                                         ,1968-08-16,2
2101538,Cha Soon-bae                                                                                                                                          ,1972-10-23,2
2268617,Suh Yun-a                                                                                                                                             ,1988-09-26,1
2581312,Lee Kyung-sim                                                                                                                                         ,1972-09-19,1
1671008,Shin Hyun-soo                                                                                                                                         ,1989-07-08,2
929122,Esom                                                                                                                                                  ,1990-01-30,1
2523069,Kang Ae-sim                                                                                                                                           ,1963-02-28,1
126347,Do Ji-won                                                                                                                                             ,1968-02-14,1
1583038,Choi Ri                                                                                                                                               ,1995-06-29,1
3209015,Kim Young Shik                                                                                                                                        ,1994-06-18,2
1486292,Seo Hyo-rim                                                                                                                                           ,1985-01-06,1
1245668,Kyeon Mi-ri                                                                                                                                           ,1964-12-25,1
974270,Jeong Woo                                                                                                                                             ,1981-02-18,2
1385609,Kwak Dong-yeon                                                                                                                                        ,1997-03-19,2
2539185,Jeon Mi-do                                                                                                                                            ,1982-08-04,1
2256407,Shin Ye-eun                                                                                                                                           ,1998-01-18,1
3194501,Jung Ho-yeon                                                                                                                                          ,1994-06-23,1
463583,Jang So-yeon                                                                                                                                          ,1979-11-30,1
2037989,MJ                                                                                                                                                    ,1994-03-05,2
1259623,Nat Thewphaingam                                                                                                                                      ,1989-06-05,2
83122,Moon So-ri                                                                                                                                            ,1974-07-02,1
1305674,Im Hyun-sik                                                                                                                                           ,1945-12-31,2
1257673,Jung Woo Yeon                                                                                                                                         ,1993-04-22,1
87895,Chae Min-seo                                                                                                                                          ,1981-03-16,1
566367,Lee Soon-jae                                                                                                                                          ,1935-10-10,2
1901640,Park Ji-hoon                                                                                                                                          ,1999-05-29,2
1628180,Kangnam                                                                                                                                               ,1987-03-23,2
1726825,Pierre Deporte                                                                                                                                        ,1985-10-29,2
1875774,Shin Hye-jeong                                                                                                                                        ,1993-08-10,1
2074085,Im Chang-kyun                                                                                                                                         ,1996-01-26,2
1998034,Geum Sae-rok                                                                                                                                          ,1992-09-06,1
139509,Ji Soo-won                                                                                                                                            ,1967-06-18,1
1489076,Andy Lee                                                                                                                                              ,1981-01-21,2
118695,Han Min                                                                                                                                               ,1995-05-24,2
1953455,Cho Byeong-kyu                                                                                                                                        ,1996-04-23,2
2204487,Park Se-jin                                                                                                                                           ,1996-09-06,1
